PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
70,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,1959.93,1647,312.93
80,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,653.31,549,104.31
10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.2,980,186.2
20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266,240.54
40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1749.3,1470,279.3
50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,41.65,35,6.65
60,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266,240.54
10,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
20,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
30,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
10,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,116.62,98,18.62
20,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,30.92,25.98,4.94
30,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147,27.93
40,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,30.92,25.98,4.94
50,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,116.62,98,18.62
60,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,15.46,12.99,2.47
70,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147,27.93
10,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,46.41,39,7.41
20,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,3566.43,2997,569.43
30,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,1017.45,855,162.45
40,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,46.41,39,7.41
10,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,1259.02,1058,201.02
20,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098,208.62
30,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,21.4,17.98,3.42
40,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,1888.53,1587,301.53
50,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098,208.62
60,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,21.4,17.98,3.42
70,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,629.51,529,100.51
80,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098,208.62
90,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,32.09,26.97,5.12
10,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.7
20,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.9,4710,894.9
30,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.8,34.16
40,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.4
50,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.9,4710,894.9
60,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.8,34.16
70,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.4
10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889,168.91
20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889,168.91
40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889,168.91
60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567,107.73
10,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,892.5,750,142.5
20,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
30,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,16.66,14,2.66
40,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,892.5,750,142.5
50,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
60,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,16.66,14,2.66
70,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,595,500,95
80,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697,512.43
90,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
10,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,2856,2400,456
20,74867AD200E41EDBA5D8B06B26F1C052  ,EUR          ,34.51,29,5.51
30,74867AD200E41EDBA5D8B06B26EC2052  ,EUR          ,1092.42,918,174.42
10,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,2854.81,2399,455.81
20,74867AD200E41EDBA5D8B06B26EE0052  ,EUR          ,404.6,340,64.6
10,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1959.93,1647,312.93
20,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.9,810,153.9
30,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16,3.04
40,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098,208.62
10,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,496.23,417,79.23
20,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,17.85,15,2.85
30,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,5105.1,4290,815.1
40,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,165.41,139,26.41
50,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,53.55,45,8.55
60,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,1701.7,1430,271.7
10,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,2856,2400,456
20,74867AD200E41EDBA5D8B06B26F1C052  ,EUR          ,69.02,58,11.02
30,74867AD200E41EDBA5D8B06B26EC2052  ,EUR          ,1092.42,918,174.42
40,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,2856,2400,456
50,74867AD200E41EDBA5D8B06B26F1C052  ,EUR          ,34.51,29,5.51
60,74867AD200E41EDBA5D8B06B26EC2052  ,EUR          ,546.21,459,87.21
70,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,2856,2400,456
80,74867AD200E41EDBA5D8B06B26F1C052  ,EUR          ,103.53,87,16.53
90,74867AD200E41EDBA5D8B06B26EC2052  ,EUR          ,1092.42,918,174.42
10,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,330.82,278,52.82
20,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,17.85,15,2.85
30,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,3403.4,2860,543.4
10,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,496.23,417,79.23
20,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,53.55,45,8.55
10,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,821.1,690,131.1
20,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,24.63,20.7,3.93
30,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,950.81,799,151.81
40,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.4,460,87.4
10,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,32.09,26.97,5.12
20,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
30,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,4458.93,3747,711.93
40,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,32.09,26.97,5.12
50,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,107.1,90,17.1
60,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,1486.31,1249,237.31
70,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
10,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167,31.73
20,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
30,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
40,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
50,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
60,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
70,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
80,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
90,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
100,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,361.28,303.6,57.68
10,74867AD200E41EDBA5D8B06B26F30052  ,EUR          ,164.22,138,26.22
20,74867AD200E41EDBA5D8B06B26F8A052  ,EUR          ,831.81,699,132.81
30,74867AD200E41EDBA5D8B06B26ED6052  ,EUR          ,1975.4,1660,315.4
40,74867AD200E41EDBA5D8B06B26F30052  ,EUR          ,164.22,138,26.22
50,74867AD200E41EDBA5D8B06B26F8A052  ,EUR          ,1663.62,1398,265.62
60,74867AD200E41EDBA5D8B06B26ED6052  ,EUR          ,1975.4,1660,315.4
70,74867AD200E41EDBA5D8B06B26F30052  ,EUR          ,246.33,207,39.33
80,74867AD200E41EDBA5D8B06B26F8A052  ,EUR          ,2495.43,2097,398.43
90,74867AD200E41EDBA5D8B06B26ED6052  ,EUR          ,1975.4,1660,315.4
100,74867AD200E41EDBA5D8B06B26F30052  ,EUR          ,246.33,207,39.33
10,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,4280.43,3597,683.43
20,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11,2.09
30,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,2322.88,1952,370.88
40,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,2853.62,2398,455.62
50,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11,2.09
60,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,2322.88,1952,370.88
70,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,1426.81,1199,227.81
80,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
10,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,6069,5100,969
20,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,196.35,165,31.35
30,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,8207.43,6897,1310.43
40,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,2023,1700,323
50,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,65.45,55,10.45
10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.2,980,186.2
20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,41.65,35,6.65
30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266,240.54
40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,583.1,490,93.1
50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
10,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,1069.81,899,170.81
20,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
30,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,595,500,95
40,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697,512.43
50,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
60,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,595,500,95
70,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697,512.43
10,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,320.94,269.7,51.24
20,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.7
30,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.9,4710,894.9
10,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
20,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,6069,5100,969
30,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,65.45,55,10.45
40,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
50,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,4046,3400,646
60,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,65.45,55,10.45
70,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,8207.43,6897,1310.43
80,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,2023,1700,323
10,74867AD200E41EDBA5D8B06B26F8A052  ,EUR          ,1663.62,1398,265.62
20,74867AD200E41EDBA5D8B06B26ED6052  ,EUR          ,1975.4,1660,315.4
30,74867AD200E41EDBA5D8B06B26F30052  ,EUR          ,164.22,138,26.22
40,74867AD200E41EDBA5D8B06B26F8A052  ,EUR          ,2495.43,2097,398.43
50,74867AD200E41EDBA5D8B06B26ED6052  ,EUR          ,987.7,830,157.7
60,74867AD200E41EDBA5D8B06B26F30052  ,EUR          ,164.22,138,26.22
10,74867AD200E41EDBA5D8B06B26F8A052  ,EUR          ,1663.62,1398,265.62
20,74867AD200E41EDBA5D8B06B26ED6052  ,EUR          ,1975.4,1660,315.4
30,74867AD200E41EDBA5D8B06B26F30052  ,EUR          ,164.22,138,26.22
10,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098,208.62
20,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,21.4,17.98,3.42
30,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,1888.53,1587,301.53
40,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098,208.62
50,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,21.4,17.98,3.42
60,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,629.51,529,100.51
70,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1959.93,1647,312.93
10,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,91.63,77,14.63
20,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,7136.43,5997,1139.43
30,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,892.46,749.97,142.49
40,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,91.63,77,14.63
10,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,69.02,58,11.02
20,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,47.6,40,7.6
30,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,830.62,698,132.62
40,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,103.53,87,16.53
50,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,47.6,40,7.6
60,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,830.62,698,132.62
70,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,34.51,29,5.51
80,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,47.6,40,7.6
90,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,1245.93,1047,198.93
10,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,154.7,130,24.7
20,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,603.33,507,96.33
30,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
40,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
50,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,464.1,390,74.1
60,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
70,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
10,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
20,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778,337.82
30,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
40,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889,168.91
50,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
60,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,3173.73,2667,506.73
10,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,82.11,69,13.11
20,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
30,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,1651.72,1388,263.72
40,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,82.11,69,13.11
50,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
60,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,1651.72,1388,263.72
70,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
80,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297,56.43
90,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776,527.44
10,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.8,34.16
20,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.7
30,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,3736.6,3140,596.6
10,74867AD200E41EDBA5D8B06B26ED0052  ,USD          ,474.81,399,75.81
20,74867AD200E41EDBA5D8B06B26F84052  ,USD          ,3303.44,2776,527.44
10,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142,1800,342
20,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,5994.03,5037,957.03
30,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.9,5.68
40,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,1428,1200,228
10,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,2316.93,1947,369.93
20,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,8.33,7,1.33
30,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,5208.63,4377,831.63
40,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,2316.93,1947,369.93
50,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,8.33,7,1.33
10,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,1901.62,1598,303.62
20,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.4,460,87.4
30,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,16.42,13.8,2.62
40,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,1901.62,1598,303.62
50,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,273.7,230,43.7
60,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,8.21,6.9,1.31
70,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,1901.62,1598,303.62
80,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,821.1,690,131.1
90,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,16.42,13.8,2.62
10,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
20,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,201.11,169,32.11
30,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
10,74867AD200E41EDBA5D8B06B26EC2052  ,EUR          ,1638.63,1377,261.63
20,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,4284,3600,684
10,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697,512.43
20,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,49.98,42,7.98
30,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,297.5,250,47.5
40,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
10,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,82.11,69,13.11
20,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297,56.43
30,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
40,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,82.11,69,13.11
50,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,117.81,99,18.81
60,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776,527.44
70,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
80,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
10,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,342.72,288,54.72
20,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
30,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
40,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
50,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,1028.16,864,164.16
60,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
70,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
80,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
90,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,1028.16,864,164.16
100,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,317.73,267,50.73
10,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
20,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,105.91,89,16.91
30,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
40,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
50,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
60,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
70,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,1028.16,864,164.16
80,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,317.73,267,50.73
90,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
100,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,317.73,267,50.73
10,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
20,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,120.43,101.2,19.23
30,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
40,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
50,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167,31.73
60,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
70,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167,31.73
80,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
10,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
20,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,2259.81,1899,360.81
30,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1749.3,1470,279.3
40,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,41.65,35,6.65
50,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,753.27,633,120.27
10,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171
20,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,82.11,69,13.11
30,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598,113.62
40,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,535.49,449.99,85.5
50,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,246.33,207,39.33
10,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,355.81,299,56.81
20,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
30,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
40,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,291.67,245.1,46.57
50,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
60,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
70,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,1067.43,897,170.43
10,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,274.89,231,43.89
20,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,2378.81,1999,379.81
30,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,892.46,749.97,142.49
10,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098,208.62
20,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.9,810,153.9
30,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16,3.04
40,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098,208.62
50,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,642.6,540,102.6
60,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16,3.04
70,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1959.93,1647,312.93
80,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,321.3,270,51.3
10,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32,6.08
20,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098,208.62
30,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,642.6,540,102.6
40,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,57.12,48,9.12
50,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,653.31,549,104.31
60,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,642.6,540,102.6
10,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,5.47,4.6,0.87
20,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,821.1,690,131.1
30,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,2853.62,2398,455.62
10,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
20,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
30,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,892.5,750,142.5
40,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
50,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
60,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,297.5,250,47.5
70,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697,512.43
10,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,153.51,129,24.51
20,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,160.65,135,25.65
30,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,460.53,387,73.53
40,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,53.55,45,8.55
10,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
20,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
30,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
40,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,139.23,117,22.23
50,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
60,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
70,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,16.66,14,2.66
